num_total_packets,sum_packets,num_incoming_packets,frac_incoming_packets,num_outgoing_packets,frac_outgoing_packets,average_outgoing_ordering,std_dev_outgoing_ordering,average_incoming_ordering,std_dev_incoming_ordering,mean_of_the_sequence,alternative_packets_per_second_sum,incoming_packets_first30,outgoing_packets_first30,transmission_time_Q1,transmission_time_Q2,transmission_time_Q3,transmission_time_Q4,num_packets_per_second,mean_packets_per_second,std_packets_per_second,med_packets_per_second
9981,5110272,9618,0.9636308987075444,363,0.036369101292455665,4167.504132231405,3148.028145228528,5021.042420461635,2866.094476896789,1.315217391304348,54291.582882824936,20,10,9.24,10.19,11.3,12.35,808.1781376518219,10.269766556457268,1.215793841462248,10.19
9410,4817920,8648,0.9190223166843783,762,0.08097768331562168,4193.98687664042,2534.6503659317723,4749.482770582794,2727.293373166915,2.664335664335664,43535.248569789284,22,8,5.07,6.07,8.44,25.06,375.4988028731046,6.736357066950053,2.270453574643405,6.07
1519,777728,1365,0.8986175115207373,154,0.10138248847926268,727.8636363636364,476.94583084539363,762.5128205128206,433.80560544498263,2.8518518518518516,7696.238586120518,26,4,6.66,8.79,9.69,11.81,128.6198137171888,8.289657669519421,2.3508181826317256,8.79
9956,5097472,9295,0.9336078746484532,661,0.0663921253515468,3924.425113464448,3175.100145547515,5052.387842926304,2836.579943957928,2.059190031152648,26376.630048527557,21,9,26.89,33.75,35.05,39.64,251.16044399596367,30.588250301325832,6.928020171576065,33.75
6935,3550720,6529,0.9414563806777217,406,0.0585436193222783,2636.0591133004928,2200.0414564954726,3518.6713126052996,1977.4955247126004,2.475609756097561,32156.077909135056,21,9,15.27,16.04,16.73,48.99,141.55950193917124,16.30492429704398,3.170350708264213,16.04
1054,539648,912,0.8652751423149905,142,0.1347248576850095,363.7464788732394,269.1956573279394,551.8410087719299,301.5640878219664,3.55,60134.798505670464,21,9,1.75,3.75,4.39,34.03,30.972671172494856,3.507618595825427,1.8464772349474101,3.75
3706,1897472,3491,0.9419859686994063,215,0.058014031300593634,1590.139534883721,1078.5497192105174,1868.657977656832,1067.1842539683018,1.8220338983050848,77038.34431020668,20,10,5.7,6.61,6.82,16.64,222.71634615384616,6.339093362115489,0.9020432577124761,6.61
9948,5093376,9391,0.9440088459991958,557,0.055991154000804184,4353.156193895871,3105.0455630591773,5010.293898413374,2853.0698388508636,1.9475524475524475,36387.30443889836,25,5,7.99,9.59,11.02,13.64,729.3255131964809,9.610452352231604,2.048380621673891,9.59
597,305664,516,0.864321608040201,81,0.135678391959799,196.0,151.40632927064138,314.01162790697674,169.92618056537364,3.375,17412.06086093554,18,12,6.45,8.11,9.05,9.13,65.38882803943045,7.592747068676717,1.556242082973512,8.11
55,28160,43,0.7818181818181819,12,0.21818181818181817,21.25,13.970952007647869,28.6046511627907,16.00165621498283,4.0,26073.633923778852,22,8,3.35,3.93,4.54,4.89,11.247443762781186,3.4705454545454546,1.3926372772041489,3.93
4820,2467840,4471,0.9275933609958507,349,0.07240663900414938,1899.6074498567336,1660.5374015511454,2449.3014985461864,1360.1621511854112,2.2960526315789473,25446.175873655506,21,9,9.51,10.6,11.56,53.26,90.49943672549756,10.951755186721991,4.1800495829226865,10.6
3663,1875456,3488,0.9522249522249522,175,0.04777504777504778,1433.3942857142856,1178.9071786902252,1850.9486811926606,1046.981230857438,1.6990291262135921,110172.85220906607,20,10,7.0,7.2,7.48,14.58,251.23456790123456,7.161889161889162,0.6143299527327407,7.2
4872,2494464,4533,0.9304187192118226,339,0.06958128078817734,2145.5634218289088,1382.9174042084462,2457.182881094198,1405.766288547678,2.1870967741935483,2884.0239853946773,22,8,13.035,21.74,29.5,39.69,122.75132275132276,21.46516420361248,9.58916896176414,21.74
304,155648,248,0.8157894736842105,56,0.18421052631578946,100.98214285714286,86.45983606595041,162.90725806451613,83.93970731095939,3.7333333333333334,23997.317148088376,18,12,4.37,4.99,5.28,5.53,54.97287522603978,4.623157894736842,0.9900917856258934,4.99
6096,3121152,5595,0.9178149606299213,501,0.08218503937007875,2680.3672654690617,1892.5207051990456,3080.374620196604,1743.6171622130553,2.4925373134328357,23147.027856498706,20,10,7.0,8.25,10.16,27.16,224.44771723122238,8.391812664041995,2.0438185348645006,8.25
3235,1656320,3011,0.9307573415765069,224,0.06924265842349304,1423.25,908.279358378876,1631.4138160079708,934.1347837524794,2.1132075471698113,13731.798988121509,20,10,20.34,23.04,25.7,36.03,89.78628920344157,22.87102627511592,3.734139462318805,23.04
94,48128,71,0.7553191489361702,23,0.24468085106382978,30.52173913043478,17.046916245971424,51.67605633802817,27.769054946406523,5.75,21419.50833318216,19,11,2.71,3.46,4.11,4.2,22.38095238095238,3.1529787234042552,1.0952918104688236,3.46
5061,2591232,4848,0.9579134558387671,213,0.04208654416123296,1813.5821596244132,1634.5044529245179,2561.4762788778876,1444.761804690342,1.775,49764.911263200775,18,12,6.7,7.19,7.72,8.36,605.3827751196172,7.152139893301719,0.7539794197497924,7.19
9956,5097472,9411,0.9452591402169546,545,0.0547408597830454,3894.833027522936,3071.4416642500037,5040.198278610137,2849.6289142804894,1.9534050179211468,52604.379133991766,20,10,6.62,7.79,8.52,9.61,1036.0041623309053,7.585395741261551,1.244509207814652,7.79
3140,1607680,2909,0.9264331210191082,231,0.07356687898089172,1235.6623376623377,1018.7043032267593,1596.0096253007907,891.5819367034022,2.264705882352941,78372.16226048225,21,9,9.03,9.56,10.1425,29.23,107.42387957577832,9.605824840764331,1.3820290593955804,9.56
166,84992,136,0.8192771084337349,30,0.18072289156626506,61.2,55.089865976723274,87.19852941176471,44.845948707597096,3.75,41911.81019278721,18,12,2.62,4.05,4.12,5.4,30.74074074074074,3.5307831325301207,1.0765460994303089,4.05
441,225792,362,0.8208616780045351,79,0.17913832199546487,163.50632911392404,133.95652737274546,232.32872928176795,122.38854306253877,4.157894736842105,55357.91299975851,19,11,8.29,8.4,8.8,22.44,19.6524064171123,8.615260770975057,1.9373306348329218,8.4
348,178176,280,0.8045977011494253,68,0.19540229885057472,191.2058823529412,119.03293647305323,169.2,94.90617170959656,4.857142857142857,72397.2833484142,18,12,4.22,5.06,6.61,27.19,12.798823096726737,5.360862068965517,2.520395731575581,5.06
486,248832,418,0.8600823045267489,68,0.13991769547325103,243.36764705882354,135.81495893654076,242.35885167464116,141.01079204897556,3.238095238095238,5997.376894747613,24,6,5.09,6.43,7.32,13.83,35.140997830802604,6.327633744855967,1.4883835962204475,6.43
4356,2230272,4086,0.9380165289256198,270,0.06198347107438017,1844.3111111111111,1387.7296031136702,2199.5168869309837,1245.246458977651,2.0930232558139537,22865.68566711874,16,14,14.43,15.48,16.33,49.63,87.76949425750554,14.92696510560147,2.6277505923052793,15.48
1110,568320,1020,0.918918918918919,90,0.08108108108108109,472.1333333333333,366.2822591026398,561.7676470588235,315.03198706616416,2.3076923076923075,70637.26453689291,17,13,3.89,4.67,5.82,8.48,130.89622641509433,4.766369369369369,1.1677680840256912,4.67
7959,4075008,7474,0.939062696318633,485,0.060937303681367,4635.222680412371,2601.95500010634,3936.4166443671393,2269.8617101292116,2.03781512605042,26590.395735229817,19,11,7.62,9.01,15.93,41.2,193.1796116504854,10.78933031787913,4.42823772628195,9.01
7103,3636736,6806,0.9581866816837956,297,0.04181331831620442,3339.3333333333335,2009.2572978314372,3560.236702909198,2051.7414225654175,1.5309278350515463,54962.95979562172,20,10,4.405,5.14,6.79,23.31,304.7190047190047,5.5352006194565675,1.2926129118325727,5.14
2672,1368064,2387,0.8933383233532934,285,0.10666167664670659,1210.1192982456141,860.9100650787477,1350.4700460829492,758.5567113231408,3.064516129032258,5273.258065543256,16,14,7.23,9.39,11.73,37.64,70.98831030818279,10.07686377245509,3.778277907392932,9.39
8943,4578816,8479,0.9481158447948116,464,0.051884155205188416,4250.0301724137935,2744.391514265482,4483.092227857059,2571.869341434139,1.7777777777777777,10205.380770512136,22,8,8.98,13.89,17.76,40.61,220.21669539522284,13.56139326847814,5.094443572802628,13.89
9974,5106688,9536,0.9560858231401644,438,0.04391417685983557,4467.924657534247,3115.0512952356153,5010.318791946309,2865.6960499610973,1.6404494382022472,36804.47654589841,21,9,11.56,12.83,14.12,15.28,652.7486910994764,12.63217064367355,1.85903593564069,12.83
9845,5040640,8537,0.8671406805485018,1308,0.13285931945149823,5789.548929663609,2473.2076087636183,4789.078130490805,2871.2989177131726,3.715909090909091,18990.146647949077,21,9,6.65,9.81,14.35,23.17,424.9028916702632,11.068793296089385,4.9705851473509615,9.81
3111,1592832,2799,0.8997107039537127,312,0.10028929604628736,1561.576923076923,1055.372968697417,1554.266881028939,878.7881981815997,2.8623853211009176,18324.160437375896,22,8,8.87,13.45,18.46,38.79,80.20108275328693,15.378576020572163,7.969777704133448,13.45
9952,5095424,9347,0.9392081993569131,605,0.06079180064308682,3583.1421487603307,2850.599314041736,5065.622659676902,2850.9962914138964,2.0166666666666666,56172.49686920813,20,10,11.56,12.48,13.46,15.39,646.6536712150747,11.926219855305467,2.4830143868446513,12.48
57,29184,36,0.631578947368421,21,0.3684210526315789,29.857142857142858,18.077309413910537,26.916666666666668,15.321326820988956,7.0,20144.822362628212,19,11,2.98,3.58,4.49,54.46,1.046639735585751,6.935263157894737,13.238652028012407,3.58
3447,1764864,2939,0.852625471424427,508,0.14737452857557296,1693.7814960629921,1091.9790535706863,1728.0503572643756,977.2492351268503,3.8484848484848486,24033.283727418453,16,14,12.6,18.79,20.57,28.48,121.03230337078652,16.996715984914417,6.092462828398992,18.79
2584,1323008,2440,0.9442724458204335,144,0.05572755417956656,845.0138888888889,797.076176009956,1317.85,734.3739396504378,1.92,440865.49826512823,20,10,11.69,11.82,12.14,32.83,78.70849832470302,11.666172600619195,1.8571472725332554,11.82
9464,4845568,8581,0.9066990701606086,883,0.09330092983939138,4967.5424688561725,2743.889381703119,4707.210814590374,2729.639290936097,2.683890577507599,16475.631142853297,16,14,8.21,12.7,18.41,46.41,203.921568627451,13.087152366863906,5.488890575151618,12.7
9848,5042176,8650,0.8783509341998376,1198,0.12164906580016246,5314.505843071786,3135.03895829051,4869.346820809248,2795.697976310071,3.4825581395348837,28816.309608424373,20,10,9.86,11.05,14.25,23.93,411.53363978269954,12.495734159220147,3.8405359931839578,11.05
382,195584,340,0.8900523560209425,42,0.1099476439790576,156.42857142857142,125.76416759292026,194.70882352941177,107.45913277271028,2.8,12444.065609022395,21,9,6.49,6.625,7.72,28.23,13.531703861140631,7.285497382198953,3.372018584173896,6.625
7153,3662336,6643,0.9287012442331889,510,0.07129875576681113,3718.358823529412,2403.3433849842672,3565.0707511666415,2036.1747093628942,2.2270742358078603,33960.372189668604,20,10,10.34,12.41,13.16,44.29,161.5037254459246,12.06186215573885,2.463292485844369,12.41
7815,4001280,7403,0.9472808701215611,412,0.0527191298784389,3344.5412621359224,2671.504159916801,3938.302580035121,2226.4292804483134,1.889908256880734,31729.766277155602,19,11,9.35,10.67,11.51,16.38,477.10622710622715,10.260194497760716,1.9047553447929213,10.67
4311,2207232,3933,0.9123173277661796,378,0.08768267223382047,2278.5449735449733,1114.4691736349962,2143.126112382405,1255.6250144146795,2.6619718309859155,24186.44531403662,21,9,5.68,7.68,12.45,15.31,281.5806662312214,8.6887033170958,3.5543631189472444,7.68
4822,2468864,4609,0.9558274574865201,213,0.044172542513479886,2137.4037558685445,1647.0658151459868,2423.120850509872,1377.755379996461,1.5547445255474452,35322.02383921351,22,8,8.58,9.26,10.09,12.79,377.01329163408917,9.3910700953961,1.1740783635675693,9.26
9950,5094400,9330,0.9376884422110553,620,0.062311557788944726,4110.01935483871,3075.998802321525,5031.946730975348,2848.988514675888,1.9935691318327975,30904.40713378746,21,9,12.79,14.27,15.71,17.92,555.2455357142857,14.192771859296482,1.987946949465426,14.27
1214,621568,1069,0.8805601317957167,145,0.11943986820428336,670.3931034482758,384.53985572641585,597.8334892422826,344.65777058169374,3.5365853658536586,77499.36528604786,19,11,3.45,3.64,5.37,9.89,122.75025278058645,4.34992586490939,1.3147074984709455,3.64
9976,5107712,9604,0.96271050521251,372,0.037289494787489975,4477.634408602151,2955.346422882799,5007.2490628904625,2875.0395100094042,1.314487632508834,14006.997661901923,24,6,8.86,12.57,17.3,20.46,487.58553274682305,13.006809342421812,4.575607375121372,12.57
3863,1977856,3420,0.8853222883769092,443,0.11467771162309086,2126.41309255079,1266.181573644084,1905.6877192982456,1091.5083437468847,3.097902097902098,27043.71603741404,22,8,6.015,7.39,10.03,15.15,254.98349834983497,7.767758219000776,2.4315154686761353,7.39
9989,5114368,9600,0.9610571628791671,389,0.038942837120832914,3821.1542416452444,3259.2664577376027,5041.5246875,2857.1835746017196,1.4094202898550725,67617.81674122233,19,11,5.55,6.27,7.01,7.68,1300.6510416666667,6.228214035438983,0.9408795241549217,6.27
2509,1284608,2190,0.8728577122359505,319,0.12714228776404943,1277.8119122257053,763.0981085310583,1250.531506849315,718.39160004586,3.5444444444444443,8483.428045497458,17,13,8.29,9.8,12.74,24.05,104.32432432432432,10.612403347947389,3.6351743982684117,9.8
9977,5108224,9537,0.9558985667034179,440,0.044101433296582136,3954.047727272727,3026.301743201415,5035.702527000105,2864.1944304932153,1.8257261410788381,33130.76116860838,20,10,10.95,12.06,14.26,20.62,483.85063045586804,12.801892352410544,2.4599143676374817,12.06
7571,3876352,7315,0.9661867652886013,256,0.03381323471139876,3354.1796875,2397.5936990735945,3800.0772385509226,2176.2210189586704,1.2132701421800949,57022.3125871193,16,14,4.87,5.48,6.15,7.24,1045.7182320441989,5.483236032228239,0.8000286749493029,5.48
3058,1565696,2880,0.9417920209287116,178,0.058207979071288427,1512.3539325842696,1024.104038951558,1529.4979166666667,873.273152345113,2.1707317073170733,38973.46448512551,22,8,6.31,6.63,7.06,10.77,283.9368616527391,6.944414650098103,1.16589606807457,6.63
4375,2240000,4066,0.9293714285714286,309,0.07062857142857143,1456.9352750809062,1256.916449177104,2242.482046237088,1246.0434939763581,2.2554744525547443,40244.31538375787,21,9,4.87,11.25,11.8,15.86,275.8511979823455,8.608484571428571,3.4326297723836108,11.25
9984,5111808,9563,0.957832532051282,421,0.04216746794871795,3803.4774346793347,3188.1308260452734,5043.801317578166,2856.5789830505814,1.4876325088339222,48852.16541438405,21,9,6.58,7.63,8.74,9.85,1013.6040609137057,7.650854366987179,1.278208884237206,7.63
7487,3833344,6616,0.8836650193669027,871,0.11633498063309737,4629.083811710678,2546.776810992228,3626.346584038694,2077.347058130111,3.5120967741935485,23124.28835016202,19,11,8.19,9.33,10.84,35.12,213.1833712984055,9.60721250166956,2.4955002979825127,9.33
1688,864256,1593,0.9437203791469194,95,0.05627962085308057,583.8315789473684,527.4231229114982,858.9855618330195,480.3700359279318,1.9791666666666667,33564.35897435908,25,5,6.41,6.66,6.83,12.57,134.28798727128083,6.442257109004739,0.8448628192855919,6.66
79,40448,69,0.8734177215189873,10,0.12658227848101267,19.5,20.650665848829185,41.82608695652174,21.690147714492323,3.3333333333333335,24937.261738121917,21,9,2.7,4.23,4.31,7.23,10.926694329183954,3.5356962025316454,1.4088080828190062,4.23
4413,2259456,4161,0.9428959891230455,252,0.05710401087695445,1640.0238095238096,1336.351619233036,2240.276856524874,1261.917960856813,1.8805970149253732,20745.79053230085,19,11,23.65,24.7,26.26,29.99,147.14904968322776,24.3677384998867,3.3009887125081585,24.7
3756,1923072,3404,0.906283280085197,352,0.09371671991480299,2262.559659090909,1082.5102701947712,1837.6818448883666,1076.6164389653427,2.933333333333333,40842.36788823916,21,9,4.1,5.3,8.8,14.28,263.02521008403363,6.313088391906283,2.49892092688876,5.3
9985,5112320,9584,0.9598397596394592,401,0.04016024036054081,3733.837905236908,3226.6078458162365,5044.642216193656,2855.060848032527,1.5912698412698412,45189.0502939666,19,11,15.35,16.37,17.44,18.67,534.8152115693625,16.37417125688533,1.3082985472961606,16.37
2049,1049088,1798,0.8775012201073694,251,0.12249877989263055,819.2231075697212,630.6367031962471,1052.586763070078,580.1014333291023,3.585714285714286,137108.84283136536,22,8,6.06,6.79,8.69,14.19,144.39746300211416,7.136988775012201,1.645528256381433,6.79
5331,2729472,5135,0.9632339148377416,196,0.03676608516225849,2256.066326530612,1703.1692429381721,2680.6087633885104,1530.1455135063247,1.5934959349593496,68639.81273408241,20,10,5.7,6.1,6.47,7.34,726.2942779291553,6.070103170136935,0.5345507210793552,6.1
4420,2263040,4113,0.9305429864253394,307,0.06945701357466064,2679.514657980456,1439.930896238252,2174.4174568441526,1255.814593316012,2.3984375,32757.71148823031,27,3,5.5,6.26,6.78,22.02,200.72661217075387,6.136886877828054,1.700531642402237,6.26
8069,4131328,7606,0.9426199033337465,463,0.057380096666253565,3307.894168466523,2385.450312168217,4078.200236655272,2318.5281248661545,1.9453781512605042,36766.95061377885,21,9,6.44,7.37,8.41,10.63,759.0780809031044,7.308360391622258,1.3432702035922799,7.37
9894,5065728,8914,0.9009500707499495,980,0.09904992925005053,5883.7326530612245,2723.9110698186746,4843.461184653354,2851.585546521543,2.960725075528701,23028.563559736634,19,11,7.17,14.18,16.63,29.37,336.8743615934627,13.461999191429149,5.996311144542157,14.18
5434,2782208,5175,0.9523371365476628,259,0.04766286345233714,2912.7335907335905,1793.5494226094538,2706.67884057971,1555.9016233963973,1.7266666666666666,80082.20083222962,27,3,5.6,7.89,8.61,21.62,251.3413506012951,7.309160839160839,1.8395011074225616,7.89
4112,2105344,3766,0.9158560311284046,346,0.08414396887159534,1909.9682080924856,1308.4293331313402,2068.870685077005,1174.3457382352158,2.703125,48221.02383614377,19,11,8.727500000000001,9.59,10.19,27.46,149.74508375819374,9.675877918287938,1.7841000524106463,9.59
86,44032,60,0.6976744186046512,26,0.3023255813953488,36.23076923076923,27.502877740768668,45.21666666666667,23.045673250212403,5.2,29512.01249329377,17,13,2.98,3.22,3.46,8.79,9.783845278725826,3.0846511627906974,1.0370372931911467,3.22
1784,913408,1678,0.9405829596412556,106,0.05941704035874439,824.4245283018868,616.9548001564607,895.7371871275328,507.571137413148,1.962962962962963,53032.72684102978,19,11,8.0,8.21,8.41,10.31,173.03588748787584,8.192550448430493,1.1574428114283766,8.21
6124,3135488,5622,0.9180274330502939,502,0.08197256694970607,3597.7808764940237,1852.1271468020611,3013.6143721095696,1752.160272771779,2.6010362694300517,63702.93454083344,24,6,6.22,6.45,7.532500000000001,30.4,201.44736842105263,7.30009307642064,1.8437857478220465,6.45
361,184832,298,0.8254847645429363,63,0.1745152354570637,131.6984126984127,110.75507583346823,190.21140939597316,99.82541271734418,3.9375,9768.190465239824,16,14,8.3,8.49,9.02,14.08,25.639204545454547,8.262714681440443,1.331282526584576,8.49
9961,5100032,9431,0.9467924907137838,530,0.053207509286216245,4031.833962264151,2931.966242626809,5033.28469939561,2862.982200194824,1.8088737201365188,51149.74556767086,16,14,6.56,7.28,8.12,9.11,1093.4138309549946,7.178154803734564,1.26791768247287,7.28
9954,5096448,9433,0.947659232469359,521,0.05234076753064095,4612.0556621881,3149.134018424686,4996.628856143327,2856.1173332534613,1.8345070422535212,90696.92152022841,22,8,9.47,10.11,10.63,11.41,872.3926380368098,9.940706248744224,1.101647047255038,10.11
5112,2617344,4739,0.9270344287949922,373,0.07296557120500782,2232.4718498659518,1789.6686641643341,2580.9250896813674,1445.046801591636,2.4220779220779223,51258.17257749156,20,10,6.28,7.24,7.66,39.87,128.21670428893907,7.590950704225352,2.473412721527679,7.24
390,199680,353,0.9051282051282051,37,0.09487179487179487,221.2972972972973,92.26778444695337,191.69121813031163,114.14008269718205,2.8461538461538463,118403.8807556123,27,3,3.53,3.53,6.79,10.69,36.48269410664172,5.189564102564103,2.525995655410005,3.53
6702,3431424,6394,0.9540435690838556,308,0.04595643091614444,2877.853896103896,1915.5792844169666,3373.2674382233345,1932.7012307488783,1.502439024390244,19718.401734773437,22,8,8.88,12.15,13.68,20.93,320.21022455805064,11.375384959713518,3.141969003988924,12.15
129,66048,100,0.7751937984496124,29,0.2248062015503876,41.96551724137931,25.308418605647184,70.39,37.70169624831222,4.833333333333333,37848.0974259729,19,11,3.21,3.73,3.99,4.28,30.14018691588785,3.4013178294573643,0.9439158627800213,3.73
1488,761856,1404,0.9435483870967742,84,0.056451612903225805,546.4642857142857,416.5370116302069,755.2884615384615,427.4445567861675,1.9534883720930232,105866.94727912781,20,10,5.047499999999999,6.08,7.0,22.29,66.7563930013459,6.129227150537634,1.8419366089985316,6.08
9967,5103104,9522,0.9553526637905086,445,0.04464733620949132,4107.528089887641,3045.2169860139006,5023.914198697753,2862.592218405238,1.679245283018868,110934.64382953323,21,9,7.45,8.14,8.58,9.01,1106.2153163152054,7.9076311829035815,0.8917533509638657,8.14
5140,2631680,4786,0.9311284046692607,354,0.0688715953307393,2135.95197740113,1499.5456055477468,2601.5676974508983,1477.5741461633554,2.4081632653061225,42437.534844761976,19,11,7.41,9.05,12.7,22.42,229.25958965209634,9.636712062256809,3.457659000893923,9.05
9984,5111808,9601,0.9616386217948718,383,0.03836137820512821,4172.6266318537855,3066.395496509539,5024.166232684095,2869.694464579603,1.5078740157480315,17113.923997935763,17,13,21.76,31.46,33.57,47.27,211.21218531838375,27.462281650641025,11.321108757464838,31.46
1841,942592,1766,0.9592612710483432,75,0.04073872895165671,756.5866666666667,593.7840481372182,926.9399773499433,527.521570859723,1.6666666666666667,25026.37007618872,21,9,6.08,6.51,6.77,7.79,236.32862644415917,6.266784356328083,0.8154009294544264,6.51
3425,1753600,3132,0.9144525547445256,293,0.08554744525547445,1827.8293515358362,994.4441970173544,1701.1641123882503,987.4796490856467,2.5478260869565217,17545.98198084238,19,11,7.14,11.21,14.12,21.08,162.47628083491463,11.275129927007299,3.5670092861422145,11.21
8193,4194816,7898,0.9639936531185158,295,0.03600634688148419,3774.3525423728815,2577.0575740795266,4108.013927576601,2355.9792761216745,1.6032608695652173,14632.75759423162,21,9,8.28,11.11,13.23,27.07,302.65977096416697,10.862485048211887,3.756653485576705,11.11
780,399360,678,0.8692307692307693,102,0.13076923076923078,465.2843137254902,289.3289862819839,378.09882005899703,211.5173527859622,3.923076923076923,131302.0786333489,20,10,5.26,5.83,6.45,36.95,21.109607577807846,6.199,2.4449845496465348,5.83
6637,3398144,6136,0.9245140876902215,501,0.07548591230977851,3410.5309381237525,1972.7621156164003,3310.4449152542375,1911.024667524242,1.9880952380952381,8891.45146809536,19,11,8.32,12.88,19.42,26.61,249.4175122134536,13.939142684948019,6.1241041689288975,12.88
373,190976,328,0.8793565683646113,45,0.12064343163538874,151.42222222222222,141.04301769143404,190.7439024390244,101.33538988580227,3.2142857142857144,115473.92866624417,17,13,5.94,6.04,6.13,8.16,45.71078431372549,5.962546916890081,1.1550511793680638,6.04
7746,3965952,6959,0.8983991737671057,787,0.1016008262328944,4422.573062261754,2457.8077505036335,3810.291708578819,2200.9660558350947,2.9365671641791047,44783.8197916381,21,9,4.35,5.92,6.79,36.63,211.46601146601145,6.420132971856442,3.145600646887906,5.92
2797,1432064,2532,0.9052556310332499,265,0.09474436896675009,1211.8301886792453,828.6809098859453,1417.4845971563982,802.6749179178203,3.1547619047619047,11913.659033524717,19,11,8.48,9.56,12.71,19.06,146.74711437565583,10.25308544869503,2.3982741524016564,9.56
1610,824320,1428,0.8869565217391304,182,0.11304347826086956,812.7967032967033,493.63149421106004,803.4425770308123,460.947480778381,2.9836065573770494,10002.605050583814,21,9,6.51,8.18,9.64,17.27,93.22524609148813,8.833850931677018,3.348523428492692,8.18
547,280064,449,0.8208409506398537,98,0.17915904936014626,203.40816326530611,167.0294387308682,288.1893095768374,151.65460778983464,4.260869565217392,117929.49724881632,20,10,10.385000000000002,10.69,10.75,11.96,45.735785953177256,9.894149908592322,2.052370504589502,10.69
1022,523264,911,0.8913894324853229,111,0.1086105675146771,406.1261261261261,359.79363747803797,523.2173435784852,283.52002344598077,3.1714285714285713,23270.15454509333,20,10,9.26,10.024999999999999,10.99,13.17,77.60060744115414,9.800655577299413,1.9753522506048997,10.024999999999999
8137,4166144,7674,0.9430994223915448,463,0.056900577608455204,3415.6155507559397,2894.817409599466,4107.36069846234,2306.0002855856314,1.9871244635193133,87107.83398402578,20,10,7.4,7.76,8.99,36.19,224.84111633047806,8.075616320511244,1.1340266258647484,7.76
2968,1519616,2649,0.8925202156334232,319,0.10747978436657682,1432.3385579937303,1054.6343398105519,1489.6610041525105,829.5733815112989,3.038095238095238,13615.0933407438,16,14,8.21,9.09,10.49,19.75,150.27848101265823,9.227435983827494,3.0111714247874244,9.09
3299,1689088,3133,0.9496817217338588,166,0.050318278266141256,1386.7228915662652,1059.4370727715373,1662.8965847430577,944.2967130701977,1.7849462365591398,57437.76821789318,22,8,4.54,4.74,4.96,26.08,126.49539877300614,4.741994543801152,0.901012515132978,4.74
